epoch,loss,acc
0,0.8038121461868286,0.6875
0,4.695181846618652,0.53125
0,1.97255277633667,0.4375
0,2.1531968116760254,0.40625
0,1.7261748313903809,0.65625
0,1.9951030015945435,0.53125
0,2.121990203857422,0.4375
0,1.4298043251037598,0.59375
0,1.4327733516693115,0.5625
0,1.4524019956588745,0.46875
0,1.7919831275939941,0.40625
0,1.7762621641159058,0.34375
0,0.8926345109939575,0.5625
0,1.616473913192749,0.4375
0,1.465234637260437,0.4375
0,0.7998788356781006,0.59375
0,2.061004638671875,0.34375
0,1.3972209692001343,0.40625
0,0.9685106873512268,0.46875
0,1.6949214935302734,0.34375
0,1.2180463075637817,0.65625
0,1.1012284755706787,0.65625
0,1.2840232849121094,0.375
0,0.6124389171600342,0.75
0,0.9815168976783752,0.375
0,0.8517884612083435,0.65625
0,1.000097632408142,0.53125
0,0.8415959477424622,0.53125
0,0.9300921559333801,0.5
0,0.6259945631027222,0.65625
0,0.8487616777420044,0.5
0,0.8132965564727783,0.53125
0,1.1575934886932373,0.59375
0,0.9237186312675476,0.5625
0,1.116778016090393,0.5
0,0.8268527984619141,0.53125
0,0.8579937219619751,0.53125
0,0.80836021900177,0.46875
0,1.2216317653656006,0.40625
0,0.8479758501052856,0.46875
0,1.3424776792526245,0.40625
0,0.7550076246261597,0.59375
0,0.7327024936676025,0.46875
0,0.8197754621505737,0.46875
0,0.9316051006317139,0.5625
0,1.1784436702728271,0.375
0,0.8342183828353882,0.53125
0,0.7317911386489868,0.5625
0,0.9581142067909241,0.65625
0,0.9201877117156982,0.5
0,0.8351776003837585,0.46875
0,0.8388725519180298,0.34375
0,0.7767849564552307,0.46875
0,0.8714725971221924,0.4375
0,0.8624140024185181,0.4375
0,0.7689478397369385,0.59375
0,0.9612154960632324,0.4375
0,0.8414281606674194,0.4642857313156128
1,0.7295957803726196,0.59375
1,0.695583701133728,0.53125
1,1.0372592210769653,0.40625
1,0.945903480052948,0.4375
1,0.9357075691223145,0.4375
1,0.8894913196563721,0.5
1,0.9786441922187805,0.40625
1,0.752572774887085,0.53125
1,0.7251320481300354,0.53125
1,0.7783268690109253,0.5
1,0.7882717847824097,0.46875
1,0.8316317796707153,0.375
1,0.6625173091888428,0.59375
1,0.8188725709915161,0.59375
1,1.1310865879058838,0.34375
1,0.9106655120849609,0.53125
1,0.8122596740722656,0.625
1,0.7862317562103271,0.625
1,0.8420246243476868,0.4375
1,0.7385332584381104,0.59375
1,0.708249568939209,0.65625
1,0.926924467086792,0.53125
1,0.8253615498542786,0.59375
1,0.6406948566436768,0.625
1,0.9357556104660034,0.5625
1,0.8206824064254761,0.46875
1,0.7507132291793823,0.59375
1,0.6844025254249573,0.65625
1,0.7369678616523743,0.625
1,0.7603659629821777,0.59375
1,0.8138995170593262,0.5
1,0.7734383344650269,0.53125
1,0.782219648361206,0.625
1,0.6645280718803406,0.65625
1,0.8343158960342407,0.4375
1,0.6839241981506348,0.59375
1,0.8723571300506592,0.4375
1,0.7065481543540955,0.5
1,0.8006470203399658,0.5625
1,0.8052728176116943,0.40625
1,0.7194805145263672,0.5
1,0.7998172640800476,0.46875
1,0.7775146961212158,0.59375
1,0.8502534031867981,0.53125
1,0.6397476196289062,0.59375
1,0.6389255523681641,0.65625
1,0.7364214658737183,0.53125
1,0.9111976623535156,0.53125
1,0.8378980159759521,0.46875
1,0.8166559934616089,0.53125
1,0.7013154029846191,0.53125
1,0.7944537997245789,0.5
1,0.9120113849639893,0.40625
1,0.8753969669342041,0.46875
1,0.896702766418457,0.4375
1,0.6513059139251709,0.5625
1,1.004198431968689,0.375
1,0.7804588079452515,0.5714285969734192
2,0.7835487127304077,0.375
2,0.8654114007949829,0.5625
2,0.6740244626998901,0.65625
2,0.7392315864562988,0.4375
2,0.7830425500869751,0.5625
2,0.8282053470611572,0.375
2,0.6388640403747559,0.6875
2,0.7180612683296204,0.5
2,0.8203633427619934,0.59375
2,0.7155301570892334,0.4375
2,0.8643497228622437,0.5
2,0.7514098882675171,0.5
2,0.723288893699646,0.5
2,0.7244176268577576,0.5
2,0.7490766048431396,0.59375
2,0.7017396092414856,0.53125
2,0.6763623952865601,0.625
2,0.8215399980545044,0.53125
2,0.7841194868087769,0.375
2,0.8431002497673035,0.40625
2,0.7836809754371643,0.46875
2,0.8120887875556946,0.59375
2,1.285091757774353,0.40625
2,0.8704622983932495,0.40625
2,0.6870092749595642,0.59375
2,0.6919367909431458,0.5
2,0.8710686564445496,0.5
2,0.7131590843200684,0.6875
2,0.8678903579711914,0.59375
2,0.7133065462112427,0.625
2,0.7310712933540344,0.5625
2,0.7689300179481506,0.53125
2,0.7454401254653931,0.53125
2,0.8033325672149658,0.46875
2,0.8352116346359253,0.4375
2,0.7881890535354614,0.40625
2,0.7047399878501892,0.53125
2,0.8209033012390137,0.5625
2,0.7863271236419678,0.53125
2,0.7665101885795593,0.40625
2,0.7218823432922363,0.59375
2,0.961830198764801,0.5625
2,0.7604020833969116,0.75
2,0.958122968673706,0.53125
2,1.1484496593475342,0.5
2,0.8372249603271484,0.59375
2,0.8012299537658691,0.40625
2,0.6946038007736206,0.53125
2,0.9520649909973145,0.46875
2,0.8606075048446655,0.4375
2,0.7877169847488403,0.6875
2,0.7654250860214233,0.59375
2,0.8716203570365906,0.53125
2,1.1742191314697266,0.5
2,0.6582680940628052,0.46875
2,0.9438988566398621,0.25
2,0.6971498727798462,0.5625
2,0.8408890962600708,0.3214285969734192
3,0.8655778169631958,0.4375
3,0.9468375444412231,0.53125
3,0.6999096870422363,0.46875
3,0.728026807308197,0.46875
3,0.6763631701469421,0.5
3,0.7029042840003967,0.53125
3,0.7585523128509521,0.5
3,0.7508326172828674,0.5625
3,0.8635287284851074,0.4375
3,0.6980353593826294,0.53125
3,0.7389882206916809,0.5625
3,0.7970390319824219,0.40625
3,0.6651292443275452,0.625
3,0.7311714291572571,0.40625
3,0.8202455043792725,0.5
3,0.9039443731307983,0.375
3,0.6156958341598511,0.46875
3,0.8492954969406128,0.4375
3,0.773115873336792,0.4375
3,1.031144380569458,0.40625
3,0.6730058193206787,0.59375
3,0.881219744682312,0.5
3,0.7421077489852905,0.46875
3,0.7447152137756348,0.4375
3,0.8410398960113525,0.46875
3,0.6455940008163452,0.625
3,0.8307327032089233,0.65625
3,1.015230655670166,0.46875
3,0.7379180192947388,0.59375
3,0.9431940317153931,0.53125
3,1.144477128982544,0.5
3,0.7631616592407227,0.6875
3,1.1176080703735352,0.46875
3,1.007773995399475,0.34375
3,0.9509902000427246,0.375
3,0.6825809478759766,0.65625
3,0.731838583946228,0.46875
3,1.1272685527801514,0.5625
3,0.9077265858650208,0.71875
3,0.9849323630332947,0.5
3,0.8005068898200989,0.4375
3,0.6873465776443481,0.65625
3,1.0288565158843994,0.46875
3,0.6622430086135864,0.65625
3,0.7038041949272156,0.5
3,0.9201404452323914,0.6875
3,0.7047551274299622,0.5
3,0.827241837978363,0.46875
3,0.7081948518753052,0.625
3,0.8382834196090698,0.5
3,0.7183699011802673,0.59375
3,0.6921320557594299,0.53125
3,0.7061213254928589,0.6875
3,0.6670548915863037,0.5625
3,0.9572533369064331,0.46875
3,0.7355314493179321,0.5625
3,0.7850590944290161,0.71875
3,0.806398332118988,0.4285714626312256
4,0.7963036298751831,0.5
4,0.8095229864120483,0.53125
4,0.6752012968063354,0.625
4,1.0310025215148926,0.46875
4,0.7458951473236084,0.625
4,0.7660191059112549,0.6875
4,0.7329162955284119,0.46875
4,0.8052806854248047,0.5625
4,0.6862856149673462,0.5625
4,0.8060363531112671,0.40625
4,0.6908107399940491,0.59375
4,0.7821109294891357,0.4375
4,0.7822226285934448,0.5625
4,0.8076779842376709,0.5625
4,0.7784938216209412,0.5
4,0.6977710723876953,0.5
4,0.8856303691864014,0.25
4,0.7490048408508301,0.5
4,0.8325159549713135,0.59375
4,0.76487797498703,0.5
4,0.722099244594574,0.46875
4,0.6843065619468689,0.5625
4,0.6779699325561523,0.59375
4,0.7085834741592407,0.65625
4,0.6410523056983948,0.59375
4,0.6737631559371948,0.59375
4,0.7976876497268677,0.46875
4,0.6633189916610718,0.59375
4,1.0416617393493652,0.59375
